user_id,name,TotalOrders,TotalAmountSpent,UniqueProductsPurchased,MostFrequentCategory
15282,Mary Cervantes,1,11.0,1,Intimates
15287,Maxwell Cross,1,22.38999938964844,1,Accessories
15296,Scott Mitchell,3,93.9000015258789,3,Socks
15318,Laura Mcfarland,1,358.47999572753906,4,Fashion Hoodies & Sweatshirts
15321,Daniel Phelps,1,67.94999694824219,1,Jeans
15322,Peter Johnson,1,79.5,1,Swim
15349,Nicole White,1,19.0,1,Socks & Hosiery
15360,Jennifer Young,1,33.59000015258789,1,Shorts
15379,Charles Stewart,1,162.9900016784668,3,Active
15388,Melinda Fisher,1,24.170000076293945,1,Leggings
15393,Christopher West,1,21.0,1,Underwear
15441,Ashley Williams,1,27.0,1,Maternity
15448,Nicholas Rogers,2,35.90999984741211,2,Accessories
15463,Melissa Brown,1,29.989999771118164,1,Tops & Tees
15470,Elizabeth Johnson,1,31.40999984741211,1,Plus
15492,Jasmin Franco,1,220.98000526428223,4,Accessories
15498,Richard Massey,1,27.0,1,Swim
15528,Thomas Merritt,1,94.0999984741211,2,Pants
15581,Virginia Thomas,2,59.98000144958496,2,Blazers & Jackets
15592,Darlene Sullivan,1,8.899999618530273,1,Leggings
15596,Kevin Stafford,2,57.989999771118164,2,Shorts
15605,Austin Hall,1,477.99999237060547,4,Outerwear & Coats
15617,Paul Cook,1,18.950000762939453,1,Socks
15639,Michael Obrien,1,201.75,2,Jeans
15642,Sandra Martinez,1,49.9900016784668,1,Swim
15683,Paul Green,1,12.949999809265137,1,Accessories
15691,Zachary Ross,1,34.189998626708984,1,Outerwear & Coats
15692,Lauren Campbell,2,137.5,2,Maternity
15703,Paul Wilson,1,325.9499969482422,2,Jeans
15708,Gina Edwards,1,347.9799995422363,4,Sweaters
15710,Jerry Rivera,1,189.98999977111816,2,Accessories
15715,Karla Howard,1,209.3499984741211,3,Dresses
15726,Donna Jones,1,11.779999732971191,1,Dresses
15734,Colin Dyer,1,95.0,2,Accessories
15737,Joseph Calderon,1,76.0,1,Shorts
15746,Tina Thomas,1,66.95000004768372,3,Intimates
15782,Michael Parker,1,55.950000762939446,1,Fashion Hoodies & Sweatshirts
15817,Debra Perry,1,14.0,1,Accessories
15828,Monica Vasquez,1,69.58999633789062,1,Sleep & Lounge
15847,Judith Robinson,1,103.0,1,Tops & Tees
15857,Angela Hunt,1,215.47000122070312,2,Dresses
15877,Jason Griffin,1,52.0,1,Tops & Tees
15895,Christopher Gordon,1,29.989999771118164,1,Fashion Hoodies & Sweatshirts
15913,Noah Williams,1,74.5,1,Fashion Hoodies & Sweatshirts
15917,Jeffery Padilla,1,13.0,1,Socks
15954,Norma Hernandez,1,32.9900016784668,1,Accessories
15974,Andrea Pierce,1,54.98000144958496,2,Socks & Hosiery
15987,Andrea Parker,1,98.48000144958495,2,Accessories
16005,Brandy Castillo,1,22.989999771118164,1,Sleep & Lounge
16016,Theresa Morales,1,109.5,2,Fashion Hoodies & Sweatshirts
16038,Allen Davis,1,38.84000015258789,1,Underwear
16062,Haley James,1,35.0,1,Accessories
16066,Jessica Marquez,1,99.98999786376952,1,Dresses
16087,Ryan Mack,1,206.48000526428225,2,Socks
16115,Cheryl Martin,1,91.72000122070312,1,Outerwear & Coats
16126,Maxwell Banks,1,75.0,1,Jeans
16134,Devin Ferrell,1,99.0,2,Jeans
16141,John Morgan,1,119.98999786376952,1,Suits & Sport Coats
16145,Christopher Hines,1,250.0,1,Sweaters
16157,Shannon Allen,1,196.88000106811523,3,Sweaters
16178,John Buchanan,1,29.75,2,Active
16201,Jessica Hood,1,42.0,1,Shorts
16224,Daniel Smith,1,134.97999954223633,2,Active
16264,Jeffrey Burke,2,163.37999534606934,3,Jeans
16275,Jessica Potts,1,55.0,1,Maternity
16316,Sandra Waller,1,34.5,1,Jeans
16351,Kathryn Ward,1,25.0,1,Shorts
16393,Joshua Brock,2,443.56999015808105,3,Underwear
16404,Michael Cooper,1,5.949999809265137,1,Accessories
16407,Michelle Campbell,1,62.36000061035156,1,Sleep & Lounge
16424,Pamela Crawford,1,19.989999771118164,1,Intimates
16427,Michael Baker,1,324.0,2,Shorts
16435,Michael Andrews,1,24.989999771118164,1,Tops & Tees
16440,Robert Terry,1,125.0,1,Active
16443,Nicholas Jones,1,207.0,2,Jeans
16462,John Simpson,1,41.9900016784668,1,Underwear
16464,Michelle Gomez,1,14.989999771118164,1,Accessories
16473,Patrick Murray,1,71.85999870300293,3,Accessories
16500,William Smith,1,28.350000381469727,1,Pants
16517,Joan Edwards,1,36.390000343322754,2,Blazers & Jackets
16525,Timothy Meyers,2,172.3900032043457,4,Active
16569,John Greer,1,78.0,1,Outerwear & Coats
16573,Jonathan Jennings,1,49.5,1,Sweaters
16590,Tyler Brennan,2,74.9800033569336,2,Sweaters
16598,Barbara Cook,1,32.9900016784668,1,Shorts
16606,Sarah Wilson,1,34.3700008392334,2,Intimates
16616,Jeremy Foster,1,22.0,1,Underwear
16628,William Craig,1,54.6599998474121,1,Fashion Hoodies & Sweatshirts
16631,Mary Lynch,1,186.98999977111816,4,Maternity
16636,Kenneth Gallegos,2,132.77000045776367,2,Accessories
16645,Tara Jordan,1,114.97000312805176,3,Accessories
16658,Tyler Taylor,1,45.0,1,Active
16662,Denise Cantrell,1,124.98999786376952,1,Swim
16675,Joseph Newton,2,112.06999969482422,4,Fashion Hoodies & Sweatshirts
16679,Lance Gutierrez,1,372.5,2,Accessories
16690,Stephanie Humphrey,1,32.9900016784668,1,Plus
16708,Shelby Sanchez,1,44.0,1,Maternity
16711,Mark Rose,1,70.0,1,Fashion Hoodies & Sweatshirts
16713,Jordan Gonzalez,1,169.0,1,Blazers & Jackets
16721,James Dennis,1,79.0,1,Jeans
16732,Brendan Blair,1,50.0,1,Tops & Tees
16741,Kevin Tapia,1,54.720001220703125,1,Tops & Tees
16758,Jacob Jacobs,1,42.95000076293945,2,Socks
16800,Roberto Gamble,1,189.9900054931641,1,Suits & Sport Coats
16861,Anna Owens,1,88.0,1,Swim
16867,Valerie Tucker,1,53.959999084472656,2,Maternity
16868,Colleen Welch,1,54.9900016784668,1,Jeans
16869,Jennifer Watson,1,34.0,1,Intimates
16870,Stephen Peters,1,26.75,1,Sleep & Lounge
16889,Jennifer Reynolds,2,87.18999862670898,3,Active
16910,Brittany Castro,1,47.870001792907715,2,Intimates
16956,Tommy Scott,1,101.93999671936035,2,Pants
16958,Kathryn Thompson,1,50.9900016784668,1,Blazers & Jackets
16961,Diana Miller,1,209.0,1,Jeans
16962,Timothy Morris,1,33.97999954223633,1,Underwear
16969,Martin Baker,1,29.989999771118164,1,Accessories
16977,Krista Hoover,1,9.989999771118164,1,Skirts
17012,Alyssa Ramirez,1,25.0,1,Pants & Capris
17040,Casey Carter,1,7.920000076293945,1,Pants & Capris
17059,David Smith,1,14.550000190734863,1,Active
17069,Katherine Griffin,1,97.08000183105469,3,Dresses
17076,Stacey Williams,1,120.0,2,Dresses
17094,Hailey Evans,2,63.96000003814697,3,Accessories
17112,Amy Davis,2,154.0,2,Fashion Hoodies & Sweatshirts
17116,Aimee Davenport,1,26.989999771118164,1,Sweaters
17119,Stephanie Sandoval,1,143.35999488830566,2,Socks & Hosiery
17136,Michael Walker,2,317.32999992370605,6,Active
17143,Maria Thompson,1,45.9900016784668,1,Plus
17181,Kevin King,1,159.37999725341797,2,Sleep & Lounge
17202,Monica Brown,1,19.950000762939453,1,Leggings
17207,Peter Davis,1,55.0,1,Swim
17228,John Wilson,1,135.95000076293945,3,Jeans
17237,Audrey White,1,6.989999771118164,1,Leggings
17240,Taylor York,1,34.9900016784668,1,Skirts
17243,Jerry Gordon,1,204.98999786376953,2,Outerwear & Coats
17252,Dana Young,1,41.25,1,Intimates
17257,Arthur Davis,1,59.95000076293945,2,Shorts
17285,John Thomas,1,45.0,1,Shorts
17296,Curtis Roberson,2,90.09000015258789,3,Fashion Hoodies & Sweatshirts
17330,Samuel Price,1,199.9900054931641,1,Suits & Sport Coats
17345,Selena Harris,1,98.0,1,Jeans
17346,John Smith,2,104.5,2,Swim
17351,Aaron Brady,1,102.5,3,Underwear
17354,Jennifer Stewart,1,91.98999786376953,2,Intimates
17359,Angelica Smith,1,42.0,1,Leggings
17366,Cynthia Stevens,1,55.5,1,Fashion Hoodies & Sweatshirts
17370,Daniel Rodriguez,1,24.950000762939453,1,Underwear
17379,Joseph Douglas,1,13.0,1,Socks
17409,Carolyn Smith,1,187.58999824523926,4,Accessories
17419,Brittany Williams,1,99.0,1,Outerwear & Coats
17420,Bridget West,1,53.54999923706056,1,Swim
17433,Peggy Rocha,1,48.0,1,Intimates
17456,Alejandro Ramirez,1,14.989999771118164,1,Accessories
17472,Courtney Johnson,1,158.0,2,Accessories
17473,Ralph Bradley,1,59.5,1,Sweaters
17479,Thomas Torres,1,147.15999603271484,2,Suits & Sport Coats
17491,Joseph Wallace,1,23.96999931335449,1,Tops & Tees
17494,Travis Bauer,1,52.0,1,Shorts
17518,Bradley Lucas,1,34.970001220703125,1,Sleep & Lounge
17528,Douglas Oconnor,1,12.989999771118164,1,Socks
17549,Teresa Wallace,1,18.0,1,Accessories
17553,Kylie Gordon,1,34.79999923706055,2,Active
17581,Kristine Smith,1,27.950000762939453,1,Maternity
17601,Michael Smith,1,143.06999969482422,4,Shorts
17610,Christopher Villa,1,87.5,1,Outerwear & Coats
17636,Amanda Smith,1,8.760000228881836,1,Intimates
17647,Brian Adkins,1,59.5,1,Shorts
17652,Jessica Jackson,1,21.989999771118164,1,Leggings
17656,Todd Bryant,1,22.989999771118164,1,Socks
17674,Michael Black,1,154.5,4,Active
17679,Samantha Moore,1,12.949999809265137,1,Jeans
17681,Jenny Mitchell,1,9.989999771118164,1,Socks & Hosiery
17692,Amy Hicks,1,69.0,1,Fashion Hoodies & Sweatshirts
17718,Adam Johnson,1,178.0,1,Tops & Tees
17730,Michelle Hardy,1,32.61000061035156,1,Sweaters
17767,Henry Schroeder,1,196.95000076293945,4,Underwear
17779,Edward Russell,1,7.949999809265136,1,Accessories
17795,Ann Harrison,1,96.93000030517578,4,Active
17831,James Calhoun,1,60.9900016784668,2,Pants
17846,Andrew Elliott,1,149.99000549316406,1,Sleep & Lounge
17864,Darrell Carr,1,8.989999771118164,1,Socks
17873,David Wilcox,1,60.36000156402588,2,Jeans
17907,Lauren Powers,1,38.18999862670898,1,Swim
17925,Richard Simpson,1,282.0,1,Jeans
17955,Ryan Daniel,1,29.450000762939453,1,Jeans
17973,Marissa Hendrix,1,233.93999862670898,2,Jeans
17997,Vicki Ryan,1,31.420000076293945,1,Dresses
18014,Sandra Wise,1,48.0,1,Pants & Capris
18041,Victor Brooks,1,65.5,2,Jeans
18057,Rebecca Wilkins,1,158.0,1,Dresses
18064,Mark Garcia,1,156.0,2,Sweaters
18065,Lawrence Palmer,1,59.5,1,Sweaters
18072,Benjamin Foster,1,45.0,1,Tops & Tees
18098,Leonard Figueroa,1,80.45999908447266,1,Sleep & Lounge
18115,Melanie Gilbert,1,11.0,1,Accessories
18124,Edward Patel,1,349.97998809814453,2,Suits & Sport Coats
18132,Elizabeth Brown,1,29.989999771118164,1,Pants & Capris
18133,Joshua Fitzgerald,1,11.989999771118164,1,Socks
18142,Erik Shelton,1,209.39999961853027,4,Accessories
18149,John Pugh,1,20.0,1,Socks
18202,Daniel Ramsey,1,25.0,1,Fashion Hoodies & Sweatshirts
18207,Stephanie Stevens,1,35.989999771118164,2,Intimates
18215,John Nelson,1,30.0,1,Accessories
18221,Phillip Adams,1,117.0,2,Jeans
18284,Brandon Patterson,1,19.989999771118164,1,Accessories
18292,Gregory Mosley,1,169.0,1,Jeans
18310,Sheena Lane,1,99.5,1,Dresses
18315,Lisa Lee,1,79.5,1,Fashion Hoodies & Sweatshirts
18340,Melissa Anderson,1,34.9900016784668,1,Fashion Hoodies & Sweatshirts
18401,Alexander Baker,1,145.86000061035156,2,Sweaters
18404,Ernest Garrison,1,35.0,1,Socks
18408,Angel Torres,1,99.94999694824216,1,Outerwear & Coats
18418,Regina Green,1,40.140000343322754,2,Intimates
18438,Christopher Wilson,1,65.0,1,Tops & Tees
18485,Samuel Robles,1,35.95000076293945,1,Suits & Sport Coats
18543,Joseph Nguyen,1,69.94999694824219,1,Sleep & Lounge
18593,John Miller,1,16.0,1,Underwear
18616,Connie Wilson,1,19.5,1,Fashion Hoodies & Sweatshirts
18640,Brian Hicks,1,67.98000144958496,2,Accessories
18663,Courtney Jones,1,25.0,1,Jeans
18676,Marissa Torres,1,81.5,2,Active
18700,Ashley Rogers,2,197.08000564575195,2,Maternity
18701,Shannon Houston,1,12.989999771118164,1,Leggings
18705,Mark Pierce,1,427.95000076293945,4,Swim
18708,Ryan Frost,1,60.9900016784668,1,Pants
18722,Anne Abbott,1,127.9900016784668,2,Maternity
18738,Joshua Powers,1,59.5,1,Shorts
18739,Amber Brown,1,34.9900016784668,1,Tops & Tees
18741,Tyler Hodge,1,66.94000053405762,2,Accessories
18742,Brianna Anderson,2,212.8300018310547,4,Maternity
18755,Curtis Phelps,1,25.200000762939453,1,Underwear
18759,Jeffery Nguyen,1,78.9900016784668,2,Sweaters
18763,Mariah James,1,264.0,1,Fashion Hoodies & Sweatshirts
18771,Linda Caldwell,1,191.0,1,Jeans
18777,Wyatt Myers,1,25.0,1,Tops & Tees
18794,Eric Hunt,1,39.9900016784668,1,Swim
18823,Rebecca Weiss,1,62.14999866485596,4,Maternity
18828,Michelle Valenzuela,1,99.0,1,Dresses
18843,Summer Garza,1,11.989999771118164,1,Socks & Hosiery
18847,Scott Duarte,1,104.4900016784668,2,Pants
18863,Andrew Richardson,1,54.0,1,Jeans
18871,Jesus Archer,1,139.64000129699707,3,Jeans
18902,Melody Jenkins,1,39.9900016784668,1,Jeans
18928,Terri Ellison,1,33.95000076293945,1,Shorts
18929,Lindsay Wolfe,1,67.9900016784668,2,Plus
18931,Paul Brewer,1,151.9699993133545,3,Active
18933,Jessica Brown,1,42.0,1,Skirts
18946,Shelley Hernandez,1,36.9900016784668,1,Sweaters
18949,Pedro Mcbride,1,48.650001525878906,1,Sweaters
18968,Michael Hall,1,66.94000244140625,2,Accessories
18971,Benjamin Henderson,1,37.0,1,Underwear
18988,Allison Dalton,1,64.98999977111816,2,Dresses
18997,Alejandra Ramos,1,45.0,2,Active
19006,William Barron,1,34.9900016784668,1,Jeans
19023,Laura Torres,1,61.64999866485595,2,Intimates
19028,Phillip Hernandez,1,224.9600067138672,2,Active
19046,Danny Blanchard,1,209.0,1,Jeans
19060,Gary Morris,1,38.0,1,Swim
19066,Tina Howard,1,39.950000762939446,1,Intimates
19093,Lisa Guzman,2,309.42999839782715,4,Fashion Hoodies & Sweatshirts
19095,Martin Jackson,1,56.0,1,Fashion Hoodies & Sweatshirts
19107,Mitchell Nelson,1,96.98000144958496,3,Accessories
19131,Stacey Matthews,1,36.0,1,Intimates
19141,Christina Moss,1,49.0,2,Intimates
19186,Brandon Wright,1,34.9900016784668,1,Tops & Tees
19189,David Williams,1,30.0,1,Sleep & Lounge
19191,Megan Simpson,1,72.77999877929686,1,Suits
19225,Sherry Blankenship,1,48.0,1,Shorts
19232,Robin Carlson,1,59.0,1,Fashion Hoodies & Sweatshirts
19253,Lisa Saunders,1,46.0,1,Fashion Hoodies & Sweatshirts
19267,Richard Reyes,1,47.0,1,Shorts
19269,Kristi Diaz,1,139.04999923706055,4,Fashion Hoodies & Sweatshirts
19307,Philip Barajas,1,16.969999313354492,1,Swim
19311,Joshua Hamilton,1,47.0,1,Shorts
19337,Katrina Hernandez,1,29.989999771118164,1,Skirts
19349,Katherine Mason,1,39.9900016784668,1,Tops & Tees
19372,Kimberly Fletcher,1,49.5,1,Jeans
19421,Matthew Roberts,1,19.920000076293945,1,Pants
19430,Anthony Berry,1,63.950000762939446,1,Fashion Hoodies & Sweatshirts
19439,Nicole Kim,1,10.649999618530272,1,Blazers & Jackets
19463,Yolanda Moran,1,94.0,1,Sleep & Lounge
19472,Jill Gutierrez,1,14.989999771118164,1,Accessories
19474,Megan Hanson,2,204.0,3,Dresses
19475,Brent Hayes,1,34.5,1,Shorts
19478,Matthew Williams,1,33.0,1,Socks
19482,Nancy Kelly,1,57.0,1,Intimates
19487,Matthew Robbins,1,223.0,2,Pants
19498,Kathleen Davis,1,91.08999633789062,1,Accessories
19510,David Hampton,1,188.0,1,Jeans
19512,Christina Benton,1,10.0,1,Active
19523,Anthony Graham,1,85.04999923706055,2,Accessories
19527,Richard Terry,2,51.989999771118164,2,Jeans
19543,Andrea Bennett,1,30.850000381469727,1,Fashion Hoodies & Sweatshirts
19554,Ann Mercer,1,189.94999694824216,1,Shorts
19589,Alexander Johnson,2,216.87999725341797,3,Active
19594,Joshua Mitchell,1,64.98999786376953,1,Active
19598,Pamela Key,1,18.979999542236328,1,Maternity
19602,Bobby Parker,1,244.9900016784668,4,Pants
19606,Christian Curry,1,17.950000762939453,1,Accessories
19621,Brent Hughes,2,176.95000076293945,2,Jeans
19627,Mitchell Thomas,1,149.0,1,Suits & Sport Coats
19650,Gerald Lambert,1,61.92000007629394,2,Outerwear & Coats
19656,William Thompson,1,34.989999771118164,2,Accessories
19659,Randall Taylor,1,25.0,1,Active
19664,Lisa Miller,1,24.989999771118164,1,Skirts
19677,Derrick Brown,1,109.9499969482422,1,Outerwear & Coats
19684,Bonnie Cole,1,49.989999771118164,2,Intimates
19719,Alejandro Anthony,1,49.989999771118164,2,Fashion Hoodies & Sweatshirts
19737,Susan Stewart,1,78.95000076293945,2,Sweaters
19742,Jacqueline Bush,2,104.67000007629395,3,Fashion Hoodies & Sweatshirts
19745,Diana Cole,1,6.389999866485596,1,Accessories
19760,Riley Ross,1,299.9400005340576,4,Accessories
19776,Brooke Jones,1,161.73999691009521,3,Intimates
19784,David Benson,1,898.0,1,Outerwear & Coats
19810,Brett Bray,1,329.5,2,Outerwear & Coats
19818,Anthony Mcdaniel,1,17.75,1,Underwear
19849,Michael Medina,2,46.93000030517578,2,Active
19861,Doris Rollins,1,59.9900016784668,1,Dresses
19868,Jacob Williams,1,257.5,3,Sleep & Lounge
19876,Marcus Bolton,2,102.80999755859375,2,Outerwear & Coats
19903,David Bright,1,30.0,1,Underwear
19910,Daniel Mccoy,1,409.95001220703125,3,Sleep & Lounge
19916,Diana Thompson,1,23.450000762939453,1,Blazers & Jackets
19928,Donna Ellis,1,63.989999771118164,2,Plus
19942,Charlotte Knox,1,43.9900016784668,1,Plus
19955,Hunter Smith,1,49.5,1,Shorts
19964,James Gibson,1,172.94000244140625,1,Suits & Sport Coats
19975,Madison Miller,1,30.8700008392334,2,Blazers & Jackets
19989,Kathy Valdez,1,5.489999771118164,1,Plus
20007,Betty Turner,1,44.88999938964844,2,Shorts
20008,Fred Mcconnell,1,28.950000762939453,1,Tops & Tees
20023,Derek Johnson,1,75.0,1,Swim
20030,Rebekah Johnson,1,123.98999977111816,3,Active
20040,Jennifer Blankenship,1,39.5,1,Shorts
20055,Jason Parks,1,29.8799991607666,1,Shorts
20064,Connie Wood,1,41.38999938964844,1,Fashion Hoodies & Sweatshirts
20068,Aaron Osborne,2,46.40999984741211,2,Tops & Tees
20076,Jeanette Simmons,1,4.579999923706056,1,Accessories
20092,Marilyn Smith,1,75.0,1,Tops & Tees
20106,Robin Mitchell,1,148.0,1,Swim
20111,Jeffrey Cochran,1,104.90000152587889,2,Jeans
20134,Michael Obrien,1,131.0,2,Jeans
20140,Madison Wells,1,246.95000076293945,3,Intimates
20147,Nicholas Ramirez,2,281.4900016784668,5,Jeans
20151,Tanya Key,1,50.650001525878906,1,Intimates
20168,Jasmine Kim,1,69.94999694824219,1,Maternity
20182,Taylor Becker,1,61.59999847412109,2,Dresses
20189,Brandi Boyd,1,40.450000762939446,1,Active
20193,William Gomez,1,107.9499969482422,1,Accessories
20201,William Obrien,1,49.0,1,Shorts
20211,Paul Khan,1,95.0,1,Tops & Tees
20219,Emily Hayes,1,44.9900016784668,1,Jeans
20221,Frances Carpenter,1,68.47999954223633,2,Fashion Hoodies & Sweatshirts
20237,Michael Stewart,1,52.450000762939446,1,Underwear
20287,Raymond Edwards,1,20.0,1,Underwear
20303,Alexander Salas,1,39.9900016784668,1,Tops & Tees
20306,Mary Juarez,1,79.98999786376953,1,Swim
20313,Austin Garcia,1,69.98999786376953,1,Active
20317,Michelle Gill,1,14.989999771118164,1,Fashion Hoodies & Sweatshirts
20349,David Brown,1,69.5,1,Fashion Hoodies & Sweatshirts
20364,Jacqueline Fischer,1,25.0,1,Shorts
20385,James Dodson,1,239.47000122070312,2,Outerwear & Coats
20399,Lauren Reilly,2,73.28000259399414,2,Shorts
20464,Kimberly Davenport,1,24.989999771118164,1,Fashion Hoodies & Sweatshirts
20478,Laura Ramirez,1,120.4900016784668,3,Fashion Hoodies & Sweatshirts
20491,Terri Heath,1,68.98999977111816,2,Fashion Hoodies & Sweatshirts
20506,Thomas Lee,1,59.9900016784668,1,Outerwear & Coats
20522,Lucas Foster,1,13.949999809265137,1,Socks
20524,Jesse Hernandez,1,49.950000762939446,1,Sleep & Lounge
20528,Caleb Vasquez,1,91.27999877929688,2,Sweaters
20529,Brian Richardson,1,20.270000457763672,1,Fashion Hoodies & Sweatshirts
20533,Michael Lee,1,175.0,1,Pants
20542,Tammy Henderson,1,55.7599983215332,1,Swim
20544,Cassandra Owens,1,31.43000030517578,1,Intimates
20559,Antonio Sanchez,1,48.0,1,Swim
20565,Chris Chavez,1,19.989999771118164,1,Tops & Tees
20570,Julie Roberson,1,17.5,1,Tops & Tees
20591,Shaun White,1,9.720000267028809,1,Active
20594,Casey Beltran,1,102.0,2,Active
20621,Kayla Koch,1,22.0,1,Socks & Hosiery
20633,Manuel Harris,1,69.98999786376953,1,Swim
20638,Cheryl Ruiz,1,13.989999771118164,1,Dresses
20647,Pamela Martinez,1,352.0,1,Blazers & Jackets
20650,Angela Guzman,1,9.3100004196167,1,Skirts
20658,Olivia Reyes,1,208.75000190734863,4,Dresses
20668,Jeremy Roth,1,42.9900016784668,1,Outerwear & Coats
20669,Donna Curtis,1,20.0,1,Intimates
20716,Jeremy Smith,2,98.4900016784668,2,Swim
20720,David Black,1,174.99000549316406,2,Suits & Sport Coats
20721,Stephen Rodriguez,1,49.5,1,Active
20725,Amber Hughes,1,15.18000030517578,1,Active
20733,Linda Turner,1,9.050000190734863,1,Pants & Capris
20741,Tyler Roberts,1,159.94000244140625,1,Active
20744,Lindsay Garrett,1,100.98999786376952,1,Jeans
20766,Jesse Johnson,1,38.0,1,Tops & Tees
20771,Jennifer Murphy,1,195.0,1,Maternity
20784,David Green,1,74.0,1,Outerwear & Coats
20795,Patrick Gonzalez,1,224.6699981689453,2,Pants
20838,Russell Sanchez,2,315.6499948501587,5,Sweaters
20840,Jeffrey Stewart,1,11.949999809265137,1,Underwear
20841,William Singh,1,12.989999771118164,1,Tops & Tees
20842,Tami Reilly,1,190.0,1,Accessories
20870,Andrew Bass,1,16.0,1,Socks
20874,Brian Kemp,1,47.9900016784668,1,Jeans
20878,Ronnie Armstrong,2,239.89999389648435,2,Active
20921,Daisy Brooks,1,347.98999977111816,2,Dresses
20922,Leslie Lucas,1,89.5,1,Blazers & Jackets
20928,Paul Dean,1,25.0,1,Underwear
20940,Regina Campbell,1,189.32000160217285,4,Blazers & Jackets
20943,Curtis Rasmussen,1,173.0,2,Jeans
20950,Alan Bray,1,26.43000030517578,1,Underwear
20953,Amber Johnson,1,38.0,1,Intimates
20995,Mary Barnes,1,48.0,1,Sleep & Lounge
21009,Jason Fuller,1,539.489990234375,3,Shorts
21023,Erin Davis,1,198.42999649047852,4,Accessories
21031,Yolanda Gonzalez,1,30.950000762939453,1,Intimates
21044,Lindsey Jones,1,99.94999694824216,1,Outerwear & Coats
21067,Joyce Stevens,1,48.0,1,Fashion Hoodies & Sweatshirts
21073,Paul Houston,2,224.0,2,Outerwear & Coats
21082,Paul Miller,1,109.5,1,Outerwear & Coats
21091,Sean Maldonado,1,39.9900016784668,1,Sweaters
21097,Matthew Bishop,1,180.0,1,Sweaters
21115,James Lane,1,14.550000190734863,1,Shorts
21151,Angel Stewart,1,57.2400016784668,2,Fashion Hoodies & Sweatshirts
21158,Victor Soto,1,25.31999969482421,1,Fashion Hoodies & Sweatshirts
21170,James Lane,1,42.989999771118164,2,Fashion Hoodies & Sweatshirts
21197,Melissa Brooks,1,11.010000228881836,1,Blazers & Jackets
21201,Ricky Evans,1,68.66999816894531,1,Sweaters
21202,Brandon Fletcher,1,26.989999771118164,1,Accessories
21212,Crystal Wallace,1,6.989999771118164,1,Accessories
21215,Donald Ballard,2,48.97999954223633,2,Accessories
21224,Traci Palmer,1,86.0,2,Intimates
21270,Reginald Figueroa,1,25.0,1,Active
21295,Martin Huber,1,51.950000762939446,1,Fashion Hoodies & Sweatshirts
21305,Taylor Noble,1,84.45000076293945,2,Maternity
21322,Scott Martin,1,128.0,1,Sleep & Lounge
21335,Andrew Reynolds,1,25.0,1,Swim
21349,Melissa Owens,1,32.0,1,Intimates
21356,Thomas Acevedo,1,82.4000015258789,2,Pants
21358,Christopher Sanchez,1,115.70000076293945,3,Swim
21375,Terry Harper,1,158.0,1,Jeans
21382,Lisa Lopez,1,240.25,4,Pants & Capris
21384,Timothy Peters,2,163.8300018310547,5,Accessories
21397,Douglas Baker,1,29.520000457763672,1,Swim
21418,Rebecca Horn,1,10.0,1,Socks & Hosiery
21455,Brandon Wright,1,67.95000076293945,2,Accessories
21457,Jason Johnson,2,247.0,3,Accessories
21471,Andre Ray,1,23.0,1,Underwear
21476,Eileen Herring,1,119.9499969482422,1,Sweaters
21484,Douglas Bowman,1,90.98999786376952,1,Outerwear & Coats
21500,Connie Vance,1,55.5,1,Blazers & Jackets
21502,Jenna Henderson,1,54.9900016784668,1,Jeans
21516,Amy Kennedy,1,88.0,1,Skirts
21551,Nichole Bradley,1,265.5900077819824,2,Dresses
21554,Joshua Peters,1,279.0,1,Outerwear & Coats
21582,Johnny Green,1,189.0,1,Jeans
21589,Lance Love,1,18.350000381469727,1,Tops & Tees
21596,Logan Larson,1,24.989999771118164,1,Sleep & Lounge
21614,Nicole Williams,1,55.0,1,Swim
21617,Jeffrey Gordon,1,98.0,1,Sweaters
21628,Scott Smith,1,62.9900016784668,1,Sweaters
21637,Adam Kramer,1,99.9800033569336,1,Shorts
21658,Michael Palmer,1,87.5,1,Sleep & Lounge
21670,Darren Ellis,1,25.989999771118164,1,Sleep & Lounge
21677,Ruben Zavala,1,37.630001068115234,1,Sweaters
21686,Melissa Hess,1,199.0,1,Outerwear & Coats
21712,Adam Clark,1,21.989999771118164,1,Socks
21718,Jennifer Erickson,1,42.9900016784668,1,Jeans
21741,Megan Hernandez,1,46.0,1,Maternity
21748,Mary Smith,1,9.949999809265137,1,Leggings
21801,Fernando Cunningham,2,129.97999954223633,2,Suits & Sport Coats
21807,Vanessa Matthews,1,90.98999786376952,1,Active
21825,Amy Parker,1,22.989999771118164,1,Fashion Hoodies & Sweatshirts
21826,Kenneth Dominguez,1,7.949999809265136,1,Active
21845,Megan Fernandez,1,41.0,1,Outerwear & Coats
21853,Omar Carroll,1,198.0,1,Jeans
21855,Danny Chung,2,326.45000076293945,2,Outerwear & Coats
21857,Rachel Waters,1,41.9900016784668,1,Intimates
21864,Dana Jenkins,1,34.95000076293945,1,Maternity
21878,Michael Clayton,1,14.949999809265137,1,Active
21902,Christopher Townsend,1,55.4900016784668,1,Pants
21920,Jennifer Fowler,1,39.680000305175774,1,Swim
21925,Olivia Joseph,1,80.97999954223633,2,Maternity
21927,Daniel Camacho,1,25.0,1,Active
21951,Samuel Benton,1,39.880001068115234,1,Swim
21955,Jerome Rodriguez,1,84.96999931335449,2,Active
21967,Troy Thompson,1,215.0,1,Jeans
